%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Bede   270
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Columba   6
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	D%C3%A1l_Riata   154
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Great_Britain   384
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Ireland   407
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Isle_of_Man   560
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Monarchy   20
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Orkney   223
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Picts   502
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Scotland   220
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Wales   492
%C3%85land	20th_century   420
%C3%85land	Baltic_Sea   239
%C3%85land	Crimean_War   129
%C3%85land	Currency   502
%C3%85land	Euro   115
%C3%85land	European_Union   29
%C3%85land	Finland   534
%C3%85land	League_of_Nations   71
%C3%85land	List_of_countries_by_system_of_government   243
%C3%85land	Nationality   142
%C3%85land	Parliamentary_system   291
%C3%85land	Police   340
%C3%85land	Russia   231
%C3%85land	Stockholm   329
%C3%85land	Sweden   586
%C3%85land	Time_zone   185
%C3%85land	Tourism   585
%C3%85land	United_Kingdom   228
%C3%85land	World_War_II   343
%C3%89douard_Manet	Absinthe   342
%C3%89douard_Manet	Beer   434
%C3%89douard_Manet	Claude_Monet   350
%C3%89douard_Manet	Diego_Vel%C3%A1zquez   433
%C3%89douard_Manet	Edgar_Allan_Poe   217
%C3%89douard_Manet	France   92
%C3%89douard_Manet	Francisco_Goya   328
%C3%89douard_Manet	Germany   238
%C3%89douard_Manet	Impressionism   251
%C3%89douard_Manet	Italy   165
%C3%89douard_Manet	Landscape   394
%C3%89douard_Manet	Netherlands   143
%C3%89douard_Manet	Painting   585
%C3%89douard_Manet	Paris   569
%C3%89douard_Manet	Photography   208
%C3%89douard_Manet	Raphael   486
%C3%89douard_Manet	Renaissance   84
%C3%89douard_Manet	Sweden   173
%C3%89douard_Manet	United_States_dollar   419
%C3%89douard_Manet	Washington%2C_D.C.   91
%C3%89ire	Canada   417
%C3%89ire	English_language   497
%C3%89ire	George_VI_of_the_United_Kingdom   383
%C3%89ire	Ireland   156
%C3%89ire	Northern_Ireland   63
%C3%89ire	Ottawa   111
%C3%89ire	Republic_of_Ireland   77
%C3%89ire	United_Kingdom   249
%C3%93engus_I_of_the_Picts	D%C3%A1l_Riata   31
%C3%93engus_I_of_the_Picts	Durham   306
%C3%93engus_I_of_the_Picts	England   592
%C3%93engus_I_of_the_Picts	Great_Britain   373
%C3%93engus_I_of_the_Picts	Ireland   75
%C3%93engus_I_of_the_Picts	Lion   277
%C3%93engus_I_of_the_Picts	Mercia   141
%C3%93engus_I_of_the_Picts	Scotland   293
%C3%93engus_I_of_the_Picts	Viking   306
%C3%93engus_I_of_the_Picts	York   470
%E2%82%AC2_commemorative_coins	Athens   467
%E2%82%AC2_commemorative_coins	Atlantic_Ocean   557
%E2%82%AC2_commemorative_coins	Austria   34
%E2%82%AC2_commemorative_coins	Belgium   196
%E2%82%AC2_commemorative_coins	Berlin   35
%E2%82%AC2_commemorative_coins	Brussels   19
%E2%82%AC2_commemorative_coins	Cathedral_of_Magdeburg   164
%E2%82%AC2_commemorative_coins	Cereal   180
%E2%82%AC2_commemorative_coins	Christopher_Columbus   441
%E2%82%AC2_commemorative_coins	Cologne   248
%E2%82%AC2_commemorative_coins	Comet   353
%E2%82%AC2_commemorative_coins	Dresden   260
%E2%82%AC2_commemorative_coins	European_Union   276
%E2%82%AC2_commemorative_coins	Finland   169
%E2%82%AC2_commemorative_coins	France   156
%E2%82%AC2_commemorative_coins	Galileo_Galilei   58
%E2%82%AC2_commemorative_coins	Germany   261
%E2%82%AC2_commemorative_coins	Greece   220
%E2%82%AC2_commemorative_coins	Hamburg   105
%E2%82%AC2_commemorative_coins	Harold_Macmillan   339
%E2%82%AC2_commemorative_coins	Heraldry   405
%E2%82%AC2_commemorative_coins	History   136
%E2%82%AC2_commemorative_coins	Ireland   581
%E2%82%AC2_commemorative_coins	Italy   332
%E2%82%AC2_commemorative_coins	Luxembourg   445
%E2%82%AC2_commemorative_coins	Maize   55
%E2%82%AC2_commemorative_coins	Miguel_de_Cervantes   9
%E2%82%AC2_commemorative_coins	Monaco   587
%E2%82%AC2_commemorative_coins	Munich   284
%E2%82%AC2_commemorative_coins	Netherlands   251
%E2%82%AC2_commemorative_coins	Numismatics   392
%E2%82%AC2_commemorative_coins	Nutrition   150
%E2%82%AC2_commemorative_coins	Pope_John_Paul_II   207
%E2%82%AC2_commemorative_coins	Portugal   362
%E2%82%AC2_commemorative_coins	Rice   346
%E2%82%AC2_commemorative_coins	San_Marino   179
%E2%82%AC2_commemorative_coins	Sanssouci   317
%E2%82%AC2_commemorative_coins	Soviet_Union   511
%E2%82%AC2_commemorative_coins	Spain   359
%E2%82%AC2_commemorative_coins	Suffrage   158
%E2%82%AC2_commemorative_coins	Turin   94
%E2%82%AC2_commemorative_coins	United_Kingdom   111
%E2%82%AC2_commemorative_coins	United_Nations   418
%E2%82%AC2_commemorative_coins	United_States   306
%E2%82%AC2_commemorative_coins	Vatican_City   217
%E2%82%AC2_commemorative_coins	Wheat   510
%E2%82%AC2_commemorative_coins	Zeus   364
Bangladesh	British_East_India_Company   42
Bangladesh	British_monarchy   576
Bangladesh	Buddhism   438
Bangladesh	Chess   48
Bangladesh	Christianity   125
Bangladesh	Civilization   242
Bangladesh	Cricket   67
Bangladesh	Currency   458
Bangladesh	Egypt   556
Bangladesh	English_language   140
Bangladesh	Flood   442
Bangladesh	Flute   186
Bangladesh	Football_%28soccer%29   584
Bangladesh	Ganges_River   327
Bangladesh	Gautama_Buddha   310
Bangladesh	Hinduism   268
Bangladesh	India   591
Bangladesh	Indonesia   559
Bangladesh	Islam   258
Bangladesh	Kolkata   406
Bangladesh	List_of_countries_by_system_of_government   598
Bangladesh	Literacy   112
Bangladesh	Malaria   5
Bangladesh	Mustard_plant   366
Bangladesh	Myanmar   89
Bangladesh	Natural_gas   445
Bangladesh	Nobel_Peace_Prize   594
Bangladesh	Pakistan   409
Bangladesh	Parliamentary_system   341
Bangladesh	People%27s_Republic_of_China   84
Bangladesh	Rabindranath_Tagore   423
Bangladesh	Russia   383
Bangladesh	Sanskrit   596
Bangladesh	Sheikh_Mujibur_Rahman   261
Bangladesh	Soils_retrogression_and_degradation   431
Bangladesh	Sultan   56
Bangladesh	Tennis   503
Bangladesh	Time_zone   435
Bangladesh	Tornado   515
Bangladesh	Tropical_cyclone   394
Bangladesh	Tropics   575
Bangladesh	Volleyball   292
Bangladesh	World_Bank_Group   581
Bangladesh	World_War_II   494
Banjul	Arecaceae   18
Banjul	Atlantic_Ocean   226
Banjul	Capital   98
Banjul	Mosque   545
Banjul	Palm_oil   184
Banjul	Slavery   292
Banjul	Textile   350
Banjul	The_Gambia   181
Banjul	United_Kingdom   405
Bank_of_China_%28Hong_Kong%29	Beijing   355
Bank_of_China_%28Hong_Kong%29	China   483
Bank_of_China_%28Hong_Kong%29	Currency   430
Bank_of_China_%28Hong_Kong%29	Employment   135
Bank_of_China_%28Hong_Kong%29	Hong_Kong   477
Bank_of_China_%28Hong_Kong%29	Macau   174
Bank_of_China_%28Hong_Kong%29	North_America   412
Bank_of_China_%28Hong_Kong%29	People%27s_Republic_of_China   497
Bank_of_China_%28Hong_Kong%29	Renminbi   597
Bank_of_China_%28Hong_Kong%29	Shanghai   194
Bank_of_China_%28Hong_Kong%29	United_States   493
Banknote	Canada   193
Banknote	Coin   562
Banknote	Currency   485
Banknote	Gold   96
Banknote	Japan   332
Banknote	List_of_circulating_currencies   399
Banknote	London   426
Banknote	Mesopotamia   242
Banknote	Money   91
Banknote	Northern_Ireland   406
Banknote	Numismatics   71
Banknote	Scotland   45
Banknote	Silver   31
Banknote	Stock   169
Banknote	United_Kingdom   591
Banknote	United_States   151
Banksy	Anarchism   462
Banksy	Andy_Warhol   340
Banksy	BBC   269
Banksy	Bristol   202
Banksy	Christina_Aguilera   31
Banksy	England   151
Banksy	London   31
Banksy	London_Zoo   102
Banksy	Mexico   27
Banksy	Mona_Lisa   205
Banksy	Union_Flag   515
Bantu	Africa   461
Bantu	Cameroon   137
Bantu	Ethnic_group   44
Bantu	Language   289
Bantu	Madagascar   331
Bantu	Nigeria   542
Bantu	Rainforest   173
Bantu	Sahara   363
Bantu	South_Africa   209
Bantu	Tanzania   573
Bantu	Zambezi   188
Bantu	Zambia   451
Bantu	Zimbabwe   600
Barack_Obama	AIDS   531
Barack_Obama	Abraham_Lincoln   459
Barack_Obama	American_Civil_War   44
Barack_Obama	Azerbaijan   498
Barack_Obama	Boston%2C_Massachusetts   27
Barack_Obama	Chad   34
Barack_Obama	Chicago   49
Barack_Obama	Cinema_of_the_United_States   425
Barack_Obama	Coal   311
Barack_Obama	Democratic_Republic_of_the_Congo   318
Barack_Obama	Djibouti   26
Barack_Obama	East_Africa   278
Barack_Obama	Ethanol   405
Barack_Obama	Ethiopia   57
Barack_Obama	Franklin_D._Roosevelt   316
Barack_Obama	Global_warming   433
Barack_Obama	Government   198
Barack_Obama	Indonesia   166
Barack_Obama	Internet   293
Barack_Obama	Iran   272
Barack_Obama	Iraq   211
Barack_Obama	Iraq_War   582
Barack_Obama	Israel   539
Barack_Obama	Jakarta   88
Barack_Obama	Jew   90
Barack_Obama	Jordan   301
Barack_Obama	Kenya   298
Barack_Obama	Kuwait   62
Barack_Obama	Mahmoud_Abbas   425
Barack_Obama	Margaret_Thatcher   84
Barack_Obama	Palestinian_territories   598
Barack_Obama	Podcasting   355
Barack_Obama	Political_science   543
Barack_Obama	Religion   42
Barack_Obama	Ronald_Reagan   189
Barack_Obama	Russia   571
Barack_Obama	South_Africa   12
Barack_Obama	Syria   238
Barack_Obama	Telephone   331
Barack_Obama	Terrorism   259
Barack_Obama	The_Wall_Street_Journal   492
Barack_Obama	Ukraine   358
Barack_Obama	United_Nations   473
Barack_Obama	United_States_House_of_Representatives   296
Barack_Obama	United_States_Senate   351
Barack_Obama	United_States_dollar   189
Barack_Obama	University_of_Chicago   64
Barack_Obama	World_War_II   486
Barbados	Anglican_Communion   355
Barbados	Atlantic_Ocean   293
Barbados	Brazil   157
Barbados	Canada   502
Barbados	Caribbean_Sea   210
Barbados	Climate   95
Barbados	Constitutional_monarchy   591
Barbados	Cricket   301
Barbados	Currency   332
Barbados	Dolphin   288
Barbados	Elizabeth_II_of_the_United_Kingdom   299
Barbados	England   92
Barbados	English_language   372
Barbados	Europe   297
Barbados	Grenada   384
Barbados	Guyana   251
Barbados	Hinduism   339
Barbados	Ireland   573
Barbados	Islam   157
Barbados	Japan   287
Barbados	Jew   210
Barbados	Latin_America   488
Barbados	Lebanon   547
Barbados	List_of_countries_by_system_of_government   37
Barbados	Literacy   245
Barbados	Manufacturing   419
Barbados	Music_of_Barbados   333
Barbados	North_America   533
Barbados	Portsmouth   7
Barbados	Rhythm_and_blues   398
Barbados	Roman_Catholic_Church   418
Barbados	Saint_Lucia   299
Barbados	Saint_Vincent_and_the_Grenadines   26
Barbados	Scotland   511
Barbados	September_11%2C_2001_attacks   200
Barbados	Slavery   237
Barbados	South_America   542
Barbados	Sugar   190
Barbados	Sugarcane   538
Barbados	Sun   209
Barbados	Syria   478
Barbados	The_Wall_Street_Journal   236
Barbados	Time_zone   301
Barbados	Toronto   186
Barbados	Tourism   533
Barbados	Trinidad_and_Tobago   20
Barbados	United_Kingdom   373
Barbados	United_States   207
Barbados	Venezuela   593
Barbara_McClintock	Botany   530
Barbara_McClintock	Cancer   495
Barbara_McClintock	Cornell_University   138
Barbara_McClintock	Evolution   417
Barbara_McClintock	John_von_Neumann   377
Barbara_McClintock	Maize   175
Barbara_McClintock	Postage_stamp   599
Barbara_McClintock	Richard_Feynman   195
Barbara_McClintock	Richard_Nixon   445
Barbara_McClintock	South_America   531
Barbara_McClintock	Sweden   139
Barbara_McClintock	United_States   178
Barbary_Lion	Addis_Ababa   348
Barbary_Lion	Africa   438
Barbary_Lion	Animal   204
Barbary_Lion	Asia   194
Barbary_Lion	Cape_Lion   37
Barbary_Lion	Carolus_Linnaeus   441
Barbary_Lion	Chordate   135
Barbary_Lion	DNA   228
Barbary_Lion	Egypt   314
Barbary_Lion	Europe   344
Barbary_Lion	Extinction   41
Barbary_Lion	Lion   551
Barbary_Lion	Mammal   581
Barbary_Lion	Morocco   163
Barbary_Lion	North_Africa   419
Barbary_Lion	Scientific_classification   1
Barbary_Lion	The_Lion_King   536
Barbary_Lion	Tunisia   26
Barbary_Macaque	Algeria   530
Barbary_Macaque	Animal   465
Barbary_Macaque	Ape   457
Barbary_Macaque	Binomial_nomenclature   4
Barbary_Macaque	Carolus_Linnaeus   218
Barbary_Macaque	Culture   233
Barbary_Macaque	Europe   179
Barbary_Macaque	Fruit   216
Barbary_Macaque	Gibraltar   428
Barbary_Macaque	Human   560
Barbary_Macaque	Mammal   146
Barbary_Macaque	Monkey   503
Barbary_Macaque	Morocco   137
Barbary_Macaque	Scientific_classification   430
Barbary_Macaque	Winston_Churchill   340
Barbary_Macaque	World_War_II   342
Barcelona	8th_century   560
Barcelona	Ancient_Greece   378
Barcelona	Antwerp   118
Barcelona	Argentina   30
Barcelona	Augustus   542
Barcelona	Basketball   433
Barcelona	Belgium   310
Barcelona	Bolivia   519
Barcelona	Boston%2C_Massachusetts   383
Barcelona	Brazil   290
Barcelona	Castra   82
Barcelona	Charlemagne   137
Barcelona	China   227
Barcelona	Cologne   554
Barcelona	Colombia   99
Barcelona	Country   93
Barcelona	Dominican_Republic   355
Barcelona	Dublin   556
Barcelona	Ecuador   97
Barcelona	Football_%28soccer%29   573
Barcelona	France   188
Barcelona	Germany   212
Barcelona	Great_Britain   124
Barcelona	Hannibal_Barca   553
Barcelona	Israel   172
Barcelona	Istanbul   206
Barcelona	Italy   455
Barcelona	Japan   245
Barcelona	Latin   572
Barcelona	Madrid   131
Barcelona	Mediterranean_Sea   587
Barcelona	Montevideo   531
Barcelona	Morocco   509
Barcelona	Pablo_Picasso   41
Barcelona	Peru   561
Barcelona	Philippines   386
Barcelona	Poland   474
Barcelona	Ptolemy   270
Barcelona	Republic_of_Ireland   304
Barcelona	Rio_de_Janeiro   192
Barcelona	Roman_Empire   496
Barcelona	Rome   322
Barcelona	S%C3%A3o_Paulo   329
Barcelona	Sarajevo   59
Barcelona	South_Korea   276
Barcelona	Spain   429
Barcelona	Spanish_language   152
Barcelona	Stockholm   30
Barcelona	Tel_Aviv   320
Barcelona	Turkey   249
Barcelona	United_States   539
Barcelona	Uruguay   445
Barcelona	War_of_the_Spanish_Succession   461
Barcelona	Western_Roman_Empire   599
Barium	Alcohol   397
Barium	Antoine_Lavoisier   569
Barium	Caesium   204
Barium	Calcium   187
Barium	Chemical_element   214
Barium	Color   175
Barium	Earth%27s_atmosphere   318
Barium	Electron   136
Barium	England   41
Barium	Gas   162
Barium	Glass   177
Barium	Humphry_Davy   538
Barium	Hydrogen   548
Barium	Lanthanum   50
Barium	Light   143
Barium	List_of_elements_by_name   252
Barium	Magnetism   242
Barium	Metal   38
Barium	Mineral   574
Barium	Mohs_scale_of_mineral_hardness   508
Barium	Neutron   97
Barium	Nickel   185
Barium	Oxygen   272
Barium	Periodic_table   185
Barium	Phase_%28matter%29   151
Barium	Pigment   592
Barium	Radium   434
Barium	Strontium   25
Barium	Xenon   436
Barley	Ancient_Egypt   231
Barley	Australia   23
Barley	Beer   168
Barley	Binomial_nomenclature   199
Barley	Bran   227
Barley	Bread   356
Barley	Canada   413
Barley	Carolus_Linnaeus   338
Barley	Cereal   9
Barley	France   550
Barley	Germany   315
Barley	Middle_East   172
Barley	Nitrogen   126
Barley	Oat   252
Barley	Plant   119
Barley	Russia   113
Barley	Scientific_classification   395
Barley	Spain   307
Barley	Sugar   291
Barley	Syria   370
Barley	Tibet   217
Barley	Turkey   198
Barley	Ukraine   403
Barley	United_Kingdom   402
Barley	United_States   406
Barley	Water   589
Barn_Owl	Animal   490
Barn_Owl	Antarctica   398
Barn_Owl	Australia   422
Barn_Owl	Binomial_nomenclature   515
Barn_Owl	Bird   233
Barn_Owl	Chordate   52
Barn_Owl	Eurasian_Eagle_Owl   539
Barn_Owl	Europe   402
Barn_Owl	Frog   188
Barn_Owl	Insect   101
Barn_Owl	Owl   93
Barn_Owl	Scientific_classification   0
Barn_Owl	Vole   376
Barnacle	Animal   102
Barnacle	Arctic   486
Barnacle	Arthropod   26
Barnacle	Charles_Darwin   274
Barnacle	Corrosion   549
Barnacle	Europe   279
Barnacle	Evolution   330
Barnacle	Fish   61
Barnacle	Invertebrate   9
Barnacle	Natural_selection   573
Barnacle	Scientific_classification   288
Barnacle	Tide   315
Barnacle	Wave   189
Baroque	18th_century   487
Baroque	Antonio_Vivaldi   118
Baroque	Austria   528
Baroque	Brazil   292
Baroque	Caravaggio   106
Baroque	Christopher_Wren   417
Baroque	Dido_and_Aeneas   25
Baroque	England   464
Baroque	Europe   331
Baroque	French_language   195
Baroque	Germany   453
Baroque	Henry_Purcell   205
Baroque	Italy   533
Baroque	Johann_Pachelbel   40
Baroque	Johann_Sebastian_Bach   243
Baroque	John_Calvin   25
Baroque	John_Milton   577
Baroque	John_Vanbrugh   18
Baroque	Latin   63
Baroque	Literature   399
Baroque	Martin_Luther   44
Baroque	Miguel_de_Cervantes   338
Baroque	Music   347
Baroque	Neoclassicism   259
Baroque	Nicolaus_Copernicus   3
Baroque	Novel   344
Baroque	Opera   205
Baroque	Painting   576
Baroque	Pearl   31
Baroque	Peter_Paul_Rubens   520
Baroque	Pope   101
Baroque	Portuguese_language   454
Baroque	Religion   37
Baroque	Renaissance   28
Baroque	Rococo   82
Baroque	Roman_Catholic_Church   79
Baroque	Rome   381
Baroque	Russia   107
Baroque	Sculpture   544
Baroque	Switzerland   47
Baroque	William_Shakespeare   302
Barracuda	Animal   396
Barracuda	Brazil   253
Barracuda	California   170
Barracuda	Carolus_Linnaeus   372
Barracuda	Chordate   496
Barracuda	Fish   195
Barracuda	Fishing   348
Barracuda	Florida   450
Barracuda	Mexico   259
Barracuda	Scientific_classification   146
Barracuda	Shark   430
Barracuda	Thailand   533
Barracuda	Tuna   429
Baruch_Spinoza	20th_century   25
Baruch_Spinoza	Age_of_Enlightenment   472
Baruch_Spinoza	Albert_Einstein   172
Baruch_Spinoza	Amsterdam   166
Baruch_Spinoza	Aristotle   383
Baruch_Spinoza	Atheism   140
Baruch_Spinoza	Banknote   85
Baruch_Spinoza	Christianity   484
Baruch_Spinoza	Ethics   594
Baruch_Spinoza	Euro   59
Baruch_Spinoza	Europe   512
Baruch_Spinoza	France   75
Baruch_Spinoza	Francis_Bacon   74
Baruch_Spinoza	Friedrich_Nietzsche   228
Baruch_Spinoza	George_Eliot   119
Baruch_Spinoza	God   17
Baruch_Spinoza	Gottfried_Leibniz   276
Baruch_Spinoza	Government   357
Baruch_Spinoza	Hebrew_language   349
Baruch_Spinoza	Immanuel_Kant   529
Baruch_Spinoza	Jew   528
Baruch_Spinoza	Judaism   120
Baruch_Spinoza	Latin   360
Baruch_Spinoza	Lisbon   58
Baruch_Spinoza	Ludwig_Wittgenstein   405
Baruch_Spinoza	Netherlands   145
Baruch_Spinoza	Philosophy   253
Baruch_Spinoza	Philosophy_of_mind   487
Baruch_Spinoza	Plato   511
Baruch_Spinoza	Portugal   121
Baruch_Spinoza	Ren%C3%A9_Descartes   316
Baruch_Spinoza	Roman_Catholic_Church   536
Baruch_Spinoza	Rotterdam   529
Baruch_Spinoza	Sigmund_Freud   424
Baruch_Spinoza	Spain   101
Baruch_Spinoza	Stoicism   312
Baruch_Spinoza	The_Hague   564
Baruch_Spinoza	Thomas_Hobbes   123
Baseball	American_football   195
Baseball	Babe_Ruth   494
Baseball	Basketball   118
Baseball	Cricket   43
Baseball	Cuba   505
Baseball	Dominican_Republic   192
Baseball	Earth   271
Baseball	Football_%28soccer%29   23
Baseball	Ice_hockey   210
Baseball	Israel   547
Baseball	Jackie_Robinson   317
Baseball	Jane_Austen   495
Baseball	Japan   411
Baseball	National_Hockey_League   180
Baseball	Nicaragua   15
Baseball	North_America   170
Baseball	Panama   238
Baseball	Republic_of_China   356
Baseball	September_11%2C_2001_attacks   251
Baseball	South_America   428
Baseball	South_Korea   242
Baseball	Sport   162
Baseball	Statistics   549
Baseball	United_States   494
Baseball	United_States_Congress   33
Baseball	Venezuela   478
Basel	1st_century   254
Basel	3rd_century   71
Basel	Ancient_Rome   125
Basel	Austria   217
Basel	English_language   194
Basel	Football_%28soccer%29   320
Basel	France   110
Basel	French_language   312
Basel	Friedrich_Nietzsche   299
Basel	Geneva   552
Basel	German_language   440
Basel	Germany   571
Basel	Ice_hockey   511
Basel	John_Calvin   49
Basel	Leonhard_Euler   517
Basel	Old_Swiss_Confederacy   227
Basel	Rhine   481
Basel	Roman_Empire   264
Basel	Rotterdam   407
Basel	Switzerland   432
Basel	Z%C3%BCrich   434
Basil	Asia   582
Basil	Binomial_nomenclature   187
Basil	Carolus_Linnaeus   21
Basil	China   345
Basil	Coriander   365
Basil	Cultivar   183
Basil	Essential_oil   229
Basil	Fennel   259
Basil	Genoa   216
Basil	Greece   42
Basil	Hinduism   449
Basil	India   223
Basil	Italy   167
Basil	Plant   65
Basil	Scientific_classification   417
Basil	Taiwan   488
Basil	Tarragon   112
Basil_Brush	BBC   64
Basil_Brush	Blue_Peter   186
Basil_Brush	Fox   63
Basil_Brush	Harry_Potter   505
Basil_Brush	United_Kingdom   92
Basil_Brush	Weakest_Link   510
Basil_Brush	Yes_Minister   490
Basilica_of_San_Francesco_d%27Assisi	Augustine_of_Hippo   546
Basilica_of_San_Francesco_d%27Assisi	Earthquake   137
Basilica_of_San_Francesco_d%27Assisi	Francis_of_Assisi   370
Basilica_of_San_Francesco_d%27Assisi	Pope_John_Paul_II   209
Basilica_of_San_Francesco_d%27Assisi	World_Heritage_Site   480
Basilica_of_Santa_Maria_degli_Angeli	Baroque   201
Basilica_of_Santa_Maria_degli_Angeli	Francis_of_Assisi   579
Basketball	Andr%C3%A9s_Nocioni   397
Basketball	Argentina   324
Basketball	Baseball   600
Basketball	Canada   141
Basketball	Canadian_football   89
Basketball	Chile   182
Basketball	Football_%28soccer%29   371
Basketball	France   284
Basketball	Germany   335
Basketball	Greece   413
Basketball	Harlem_Globetrotters   132
Basketball	Italy   558
Basketball	Japan   581
Basketball	Latvia   133
Basketball	Michael_Jordan   311
Basketball	Munich   404
Basketball	Netball   181
Basketball	Olympic_Games   311
Basketball	Portugal   526
Basketball	Romania   180
Basketball	Spain   151
Basketball	Sport   18
Basketball	Switzerland   90
Basketball	Television   578
Basketball	Theodore_Roosevelt   564
Basketball	United_States   227
Basketball	United_States_Virgin_Islands   283
Basketball	University_of_Chicago   172
Basketball	Volleyball   42
Basking_shark	Animal   421
Basking_shark	Atlantic_Ocean   150
Basking_shark	Binomial_nomenclature   440
Basking_shark	Canada   144
Basking_shark	Chordate   150
Basking_shark	Cookiecutter_shark   581
Basking_shark	Extinction   169
Basking_shark	Fish   268
Basking_shark	Florida   351
Basking_shark	Great_white_shark   389
Basking_shark	Japan   539
Basking_shark	Malta   164
Basking_shark	New_Zealand   521
Basking_shark	Norway   433
Basking_shark	Orca   144
Basking_shark	Scientific_classification   591
Basking_shark	Shark   79
Basking_shark	Tiger_shark   484
Basking_shark	Whale_shark   171
Bass_%28fish%29	Fish   390
Bass_%28fish%29	Fresh_water   409
Bass_%28fish%29	North_America   352
Basset_Hound	Dog   478
Basset_Hound	England   427
Basset_Hound	Film   378
Basset_Hound	France   455
Basset_Hound	George_Washington   390
Basset_Hound	Popular_culture   4
Basset_Hound	Rabbit   137
Basset_Hound	Television   498
Basset_Hound	United_States   583
Bassoon	Antonio_Vivaldi   558
Bassoon	Clarinet   585
Bassoon	Henry_Purcell   422
Bassoon	Igor_Stravinsky   38
Bassoon	Ivory   70
Bassoon	Johann_Sebastian_Bach   403
Bassoon	Ludwig_van_Beethoven   207
Bassoon	Nikolai_Rimsky-Korsakov   274
Bassoon	Pyotr_Ilyich_Tchaikovsky   89
Bassoon	Recorder   597
Bassoon	Saxophone   213
Bassoon	The_Marriage_of_Figaro   253
Bassoon	The_Rite_of_Spring   453
Bassoon	Wolfgang_Amadeus_Mozart   45
Bat	Animal   333
Bat	Arthropod   443
Bat	Batman   124
Bat	Bird   216
Bat	China   551
Bat	Chordate   450
Bat	Dolphin   25
Bat	Eocene   238
Bat	Fiji   327
Bat	Fish   388
Bat	Flower   15
Bat	Fruit   117
Bat	Gliding   114
Bat	Henipavirus   556
Bat	Insect   191
Bat	Malaysia   11
Bat	Mammal   538
Bat	Novel   84
Bat	Paleocene   532
Bat	Poland   360
Bat	Pollinator   122
Bat	Rabbit   1
Bat	Rabies   98
Bat	Scientific_classification   266
Bat	Seed   276
Bat	Solomon_Islands   187
Bat	South_America   262
Bat	Tonga   425
Bat	United_Kingdom   377
Bat	Vampire   50
Bat	Vampire_bat   406
Bat	Vertebrate   109
Bat	Whale   430
Bat-eared_Fox	Africa   530
Bat-eared_Fox	Animal   262
Bat-eared_Fox	Antelope   380
Bat-eared_Fox	Binomial_nomenclature   315
Bat-eared_Fox	Chordate   223
Bat-eared_Fox	Fox   17
Bat-eared_Fox	Insect   579
Bat-eared_Fox	Mammal   10
Bat-eared_Fox	Scientific_classification   569
Bat-eared_Fox	Zebra   31
Bath%2C_Somerset	Alfred_the_Great   124
Bath%2C_Somerset	American_football   524
Bath%2C_Somerset	Architecture   222
Bath%2C_Somerset	Athletics_%28track_and_field%29   72
Bath%2C_Somerset	Automobile   397
Bath%2C_Somerset	Badminton   243
Bath%2C_Somerset	Basketball   3
Bath%2C_Somerset	Bear   92
Bath%2C_Somerset	Brighton   365
Bath%2C_Somerset	Bristol   542
Bath%2C_Somerset	Cardiff   190
Bath%2C_Somerset	Charles_Dickens   567
Bath%2C_Somerset	City_status_in_the_United_Kingdom   153
Bath%2C_Somerset	Cotswolds   314
Bath%2C_Somerset	Cricket   164
Bath%2C_Somerset	England   578
Bath%2C_Somerset	Ethiopia   90
Bath%2C_Somerset	Football_%28soccer%29   215
Bath%2C_Somerset	France   319
Bath%2C_Somerset	Germany   135
Bath%2C_Somerset	Henry_VIII_of_England   44
Bath%2C_Somerset	Hot_air_balloon   248
Bath%2C_Somerset	Hungary   397
Bath%2C_Somerset	Isambard_Kingdom_Brunel   424
Bath%2C_Somerset	Jane_Austen   499
Bath%2C_Somerset	King_Arthur   556
Bath%2C_Somerset	Lawn   377
Bath%2C_Somerset	Liberal_Democrats   477
Bath%2C_Somerset	Lion   567
Bath%2C_Somerset	List_of_countries   345
Bath%2C_Somerset	List_of_sovereign_states   509
Bath%2C_Somerset	London   26
Bath%2C_Somerset	Luftwaffe   204
Bath%2C_Somerset	Mathematics   66
Bath%2C_Somerset	Mercia   98
Bath%2C_Somerset	Neoclassicism   0
Bath%2C_Somerset	Netball   309
Bath%2C_Somerset	Netherlands   38
Bath%2C_Somerset	Oxford   93
Bath%2C_Somerset	Palladian_architecture   10
Bath%2C_Somerset	Paul_of_Tarsus   516
Bath%2C_Somerset	Plymouth   219
Bath%2C_Somerset	Politics_of_the_United_Kingdom   577
Bath%2C_Somerset	Pond   4
Bath%2C_Somerset	Portsmouth   533
Bath%2C_Somerset	River_Thames   141
Bath%2C_Somerset	Roman_Britain   582
Bath%2C_Somerset	Rome   22
Bath%2C_Somerset	Royal_Air_Force   292
Bath%2C_Somerset	Southampton   300
Bath%2C_Somerset	Sport   94
Bath%2C_Somerset	Tennis   272
